surface	candidate_kind	source_path	sha256	line_count	action_lines	state_signal_lines	notes
admin	SCREEN_OR_ROUTE_CANDIDATE	src/pages/admin/commissions.tsx	ce3900c3190d6d8334255bf8721daf32cb08875b70c4a3c557b8c444cfb335b2	145	51	22,23,54,56,57	Candidate only; requires human route/screen/action confirmation. No parity claim.
admin	SCREEN_OR_ROUTE_CANDIDATE	src/pages/admin/analytics.tsx	842e40d40561a22f39cf7c49de90483c727c9ee2b1013b33a159ca769edf4d1f	94	63	16,72	Candidate only; requires human route/screen/action confirmation. No parity claim.
admin	SCREEN_OR_ROUTE_CANDIDATE	src/pages/admin/pharmacy-procurement.tsx	90c61ca26ce680b7fe4fad7f53f01a4afe670f6b651654218b644d9128803444	182	87,116,119,166	24,25,90,92	Candidate only; requires human route/screen/action confirmation. No parity claim.
admin	SCREEN_OR_ROUTE_CANDIDATE	src/pages/admin/notification-center.tsx	71a4deb864ea99684ed4551066b6a2132eaefc8f6721ddbd91720a3dca6f163c	243	175,178,189,191,228,229	20,85,194,229	Candidate only; requires human route/screen/action confirmation. No parity claim.
admin	SCREEN_OR_ROUTE_CANDIDATE	src/pages/admin/legal-policies.tsx	0eb0411e947d211b072afc2ba09ddd73037277d753cc938e8544c8b0ec0ea292	133	102,111,112,122,125	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
admin	SCREEN_OR_ROUTE_CANDIDATE	src/pages/admin/nursing-portal.tsx	68bdd356f7b27a7e0dae8d49e45d9259a70bb0119d3c1ed1041b1cb3501686f4	77	61	6,18,43	Candidate only; requires human route/screen/action confirmation. No parity claim.
admin	SCREEN_OR_ROUTE_CANDIDATE	src/pages/admin/disputes.tsx	d7e3e700b3689f78d9cdcebfef4fdafe44494b8916eed65b5d43b3101cc1c325	144	30,48,76,121,127	18,38,44,48,56,83,121	Candidate only; requires human route/screen/action confirmation. No parity claim.
admin	SCREEN_OR_ROUTE_CANDIDATE	src/pages/admin/provider-moderation.tsx	a5c7d2cf77bf485a30007dcc5ce88980d41db52b79bdfb71907bd64c536c92fe	318	180,183,197,203,236,239,280,283,309,310	88,89,110,133,150,167	Candidate only; requires human route/screen/action confirmation. No parity claim.
admin	SCREEN_OR_ROUTE_CANDIDATE	src/pages/admin/ambulance-fleet.tsx	c307f2eb7e373b5fe9c6c7681bf2b778c7e0bd74d2842f3ad23a130fbd9b75d8	174	98,109,136,146,150,162	32,33,105,106,108,112	Candidate only; requires human route/screen/action confirmation. No parity claim.
admin	SCREEN_OR_ROUTE_CANDIDATE	src/pages/admin/shortage-reports.tsx	b4d83c9685a2a70054c8bf4f8f31f820a41d4ceb14bef1c27b780deba257cbf1	161	76,120,127,137,152,154	17,85	Candidate only; requires human route/screen/action confirmation. No parity claim.
admin	SCREEN_OR_ROUTE_CANDIDATE	src/pages/admin/dashboard.tsx	882f77e5d0531618ca69493d9055292b4614b448f436160831a518e8df4500cd	252	180,216,233,234,237,245	5,46,92,93,180	Candidate only; requires human route/screen/action confirmation. No parity claim.
admin	SCREEN_OR_ROUTE_CANDIDATE	src/pages/admin/image-suggestions.tsx	bf384dba3b0c6992820fd56788d142c79b8b7c1266aa6d573931f85a7dbebe8d	132	67,107,111,124,126	17,74	Candidate only; requires human route/screen/action confirmation. No parity claim.
admin	SCREEN_OR_ROUTE_CANDIDATE	src/pages/admin/catalog-manager.tsx	2ac31fe58d9b9dbe5c35fa03ffcac7053a7e6b615a9c36ba359ba82d1046b773	187	116,123,144,145,154,156,176,177	40,132,150	Candidate only; requires human route/screen/action confirmation. No parity claim.
admin	SCREEN_OR_ROUTE_CANDIDATE	src/pages/admin/order-detail.tsx	06ae2f8428067629748e733615cb003088f13abf47a9da7aadb8322d77315eca	122	29	12,13,18,31,33,34	Candidate only; requires human route/screen/action confirmation. No parity claim.
admin	SCREEN_OR_ROUTE_CANDIDATE	src/pages/facilities/index.tsx	5928cb45c84c0f8bcc91e5a4e1fdf7b58c460ff9baf60386380e85fef98ca2da	24	NONE	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
admin	SCREEN_OR_ROUTE_CANDIDATE	src/pages/medicines/index.tsx	2ddae3c636d80311fd3417bb0dcc65830f50e0cc00e81d8ba0d36515c2847ba5	24	NONE	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
