surface	file	line	kind	target_or_expression	source
mobile	app/(tabs)/index.tsx	78	button/onPress	'/profile'	"<IconButton icon=""person"" bg=""rgba(255,255,255,0.15)"" color=""#FFFFFF"" onPress={() => router.push('/profile')} />"
mobile	app/(tabs)/index.tsx	85	button/onPress		"{hasError ? <Card style={[styles.error, { backgroundColor: colors.warningSurface, borderColor: colors.warning + '50' }]}><AppText variant=""caption"" color={colors.textPrimary} align=""right"">{t('error')}</AppText><TouchableOpacity accessibilityRole=""button"" onPress={() => void load(true)}><AppText variant=""labelSM"" color={colors.primary}>{t('retry')}</AppText></TouchableOpacity></Card> : null}"
mobile	app/(tabs)/index.tsx	89	button/onPress	'/(tabs	"<Quick icon=""consultations"" color=""#2E86FF"" label={t('consultation')} onPress={() => router.push('/(tabs)/consultations')} colors={colors} />"
mobile	app/(tabs)/index.tsx	90	button/onPress	'/(tabs	"<Quick icon=""pharmacy"" color=""#16A34A"" label={t('pharmacy')} onPress={() => router.push('/(tabs)/pharmacy')} colors={colors} />"
mobile	app/(tabs)/index.tsx	91	button/onPress	'/(tabs	"<Quick icon=""science"" color=""#7A6BEA"" label={t('diagnostics')} onPress={() => router.push('/(tabs)/diagnostics')} colors={colors} />"
mobile	app/(tabs)/index.tsx	92	button/onPress	'/emergency/sos'	"<Quick icon=""emergency"" color=""#DC2626"" label={t('emergency')} onPress={() => router.push('/emergency/sos')} colors={colors} />"
mobile	app/(tabs)/index.tsx	93	button/onPress	'/(tabs	"<Quick icon=""heart-pulse"" color=""#23B5CE"" label={t('profile')} onPress={() => router.push('/(tabs)/health')} colors={colors} />"
mobile	app/(tabs)/index.tsx	94	button/onPress	'/ai/triage'	"<Quick icon=""brain"" color=""#7A6BEA"" label={t('safeTriage')} onPress={() => router.push('/ai/triage')} colors={colors} />"
mobile	app/(tabs)/index.tsx	97	navigation	'/health/medication-reminder-list'	<Section title={t('medications')} action={t('manageReminders')} onAction={() => router.push('/health/medication-reminder-list')} colors={colors} />
mobile	app/(tabs)/index.tsx	98	button/onPress	'/health/medication-reminder-list'	<Card onPress={() => router.push('/health/medication-reminder-list')} style={[styles.featureCard, { borderColor: colors.success + '33' }]}>
mobile	app/(tabs)/index.tsx	102	navigation	'/nutrition/daily-tracker'	<Section title={t('nutrition')} action={t('openTracker')} onAction={() => router.push('/nutrition/daily-tracker')} colors={colors} />
mobile	app/(tabs)/index.tsx	103	button/onPress	'/nutrition/daily-tracker'	"<View style={styles.doubleGrid}><Metric icon=""food"" color={colors.primary} title={t('mealsToday')} value={t('mealsCount', { count: mealCount })} onPress={() => router.push('/nutrition/daily-tracker')} colors={colors} /><Metric icon=""water"" color={colors.info} title={t('waterToday')} value={t('waterAmount', { count: water })} onPress={() => router.push('/nutrition/daily-tracker')} colors={colors} /></View>"
mobile	app/(tabs)/index.tsx	106	button/onPress	'/health/vitals'	"<View style={styles.doubleGrid}><Metric icon=""heart-pulse"" color={colors.secondary} title={t('vitals')} value={vitals.length ? t('updated') : t('noVitals')} onPress={() => router.push('/health/vitals')} colors={colors} /><Metric icon=""brain"" color=""#7A6BEA"" title={t('mood')} value={moodLoggedToday ? t('moodLogged') : t('moodNotLogged')} onPress={() => router.push('/mental-health/mood-journal')} colors={colors} /></View>"
mobile	app/(tabs)/index.tsx	107	button/onPress	'/maternity/hub'	"<Card onPress={() => router.push('/maternity/hub')} style={styles.featureCard}><View style={[styles.featureIcon, { backgroundColor: colors.maternity + '18' }]}><Icon name=""pregnant_woman"" size={24} color={colors.maternity} /></View><View style={styles.rightText}><AppText variant=""h6"">{t('maternity')}</AppText><AppText variant=""caption"" color={colors.textTertiary}>{maternityTitle}</AppText></View><Icon name=""chevronLeft"" size={20} color={colors.textTertiary} /></Card>"
mobile	app/(tabs)/index.tsx	109	navigation	'/consultations/appointments'	<Section title={t('appointments')} action={t('viewAll')} onAction={() => router.push('/consultations/appointments')} colors={colors} />
mobile	app/(tabs)/index.tsx	110	button/onPress	{ pathname: '/consultations/appointment-detail', params: { id: appointment.id } }	"<Card onPress={() => appointment?.id ? router.push({ pathname: '/consultations/appointment-detail', params: { id: appointment.id } }) : router.push('/(tabs)/consultations')} style={styles.featureCard}><View style={[styles.featureIcon, { backgroundColor: '#2E86FF18' }]}><Icon name=""calendar_today"" size={24} color=""#2E86FF"" /></View><View style={styles.rightText}>{appointment ? <><AppText variant=""caption"" color={colors.textTertiary}>{t('nextAppointment')}</AppText><AppText variant=""h6"">{appointment.doctorName || appointment.type || t('consultation')}</AppText><AppText variant=""caption"" color={colors.textSecondary}>{[appointment.date, appointment.time].filter(Boolean).join(' · ')}</AppText></> : <><AppText variant=""h6"">{t('noAppointment')}</AppText><AppText variant=""caption"" color={colors.textTertiary}>{t('consultation')}</AppText></>}</View><Icon name=""chevronLeft"" size={20} color={colors.textTertiary} /></Card>"
mobile	app/(tabs)/index.tsx	115	button/onPress		"function Section({ title, action, onAction, colors }: { title: string; action?: string; onAction?: () => void; colors: any }) { return <View style={styles.sectionHeader}><View style={{ flex: 1 }} />{action && onAction ? <TouchableOpacity onPress={onAction}><AppText variant=""labelSM"" color={colors.primary}>{action}</AppText></TouchableOpacity> : null}<AppText variant=""h5"" color={colors.textPrimary} style={{ marginLeft: action ? 12 : 0 }}>{title}</AppText></View>; }"
mobile	app/(tabs)/index.tsx	116	button/onPress		"function Quick({ icon, color, label, onPress, colors }: { icon: any; color: string; label: string; onPress: () => void; colors: any }) { return <TouchableOpacity accessibilityRole=""button"" onPress={onPress} style={[styles.quick, { backgroundColor: colors.surface, borderColor: colors.border }]}><View style={[styles.quickIcon, { backgroundColor: color + '18' }]}><Icon name={icon} size={22} color={color} /></View><AppText variant=""caption"" color={colors.textPrimary} align=""center"" numberOfLines={2}>{label}</AppText></TouchableOpacity>; }"
mobile	app/(tabs)/index.tsx	117	button/onPress		"function Metric({ icon, color, title, value, onPress, colors }: { icon: any; color: string; title: string; value: string; onPress: () => void; colors: any }) { return <Card onPress={onPress} style={[styles.metric, { borderColor: color + '26' }]}><View style={[styles.metricIcon, { backgroundColor: color + '18' }]}><Icon name={icon} size={20} color={color} /></View><AppText variant=""labelSM"" color={colors.textSecondary} align=""right"">{title}</AppText><AppText variant=""caption"" color={colors.textPrimary} align=""right"" numberOfLines={2}>{value}</AppText></Card>; }"
mobile	app/(tabs)/nursing.tsx	45	api-call	'/home-care/services'	apiFetch('/home-care/services')
mobile	app/(tabs)/nursing.tsx	52	api-call	'/home-care/packages'	apiFetch('/home-care/packages').then((r: any) => setDbPackages(Array.isArray(r) ? r : (r?.data || []))).catch(console.error);
mobile	app/(tabs)/nursing.tsx	91	navigation	{	router.push({
mobile	app/(tabs)/nursing.tsx	99	navigation	{	router.push({
mobile	app/(tabs)/nursing.tsx	113	button/onPress		<TouchableOpacity style={[styles.filterBtn, { backgroundColor: colors.surface, borderColor: colors.border }]} onPress={() => setFilterVisible(true)}>
mobile	app/(tabs)/nursing.tsx	131	button/onPress		<TouchableOpacity activeOpacity={0.8} style={styles.toggleBtnWrap} onPress={() => setPaymentFlow('insurance')}>
mobile	app/(tabs)/nursing.tsx	139	button/onPress		<TouchableOpacity activeOpacity={0.8} style={styles.toggleBtnWrap} onPress={() => setPaymentFlow('cash')}>
mobile	app/(tabs)/nursing.tsx	156	button/onPress		<TouchableOpacity key={pkg.id} activeOpacity={0.9} onPress={() => navToService(pkg.id, pickLocalized(pkg.name_ar, pkg.title))}>
mobile	app/(tabs)/nursing.tsx	192	button/onPress		onPress={() => navToServiceInfo(svc.id)}
mobile	app/(tabs)/nursing.tsx	210	button/onPress		onPress={() => navToService(svc.id, svc.title)}
mobile	app/(tabs)/nursing.tsx	221	button/onPress		<TouchableOpacity style={styles.modalBg} activeOpacity={1} onPress={() => setFilterVisible(false)}>
mobile	app/(tabs)/nursing.tsx	227	button/onPress		<TouchableOpacity onPress={resetFilters}>
mobile	app/(tabs)/nursing.tsx	235	button/onPress		<TouchableOpacity onPress={() => setGender('any')} style={[gender === 'any' ? styles.filterOptionActive : styles.filterOption]} ><LocalizedText style={gender === 'any' ? styles.filterOptionTextActive : styles.filterOptionText}>الكل</LocalizedText></TouchableOpacity>
mobile	app/(tabs)/nursing.tsx	236	button/onPress		<TouchableOpacity onPress={() => setGender('male')} style={[gender === 'male' ? styles.filterOptionActive : styles.filterOption]} ><LocalizedText style={gender === 'male' ? styles.filterOptionTextActive : styles.filterOptionText}>رجال فقط</LocalizedText></TouchableOpacity>
mobile	app/(tabs)/nursing.tsx	237	button/onPress		<TouchableOpacity onPress={() => setGender('female')} style={[gender === 'female' ? styles.filterOptionActive : styles.filterOption]} ><LocalizedText style={gender === 'female' ? styles.filterOptionTextActive : styles.filterOptionText}>نساء فقط</LocalizedText></TouchableOpacity>
mobile	app/(tabs)/nursing.tsx	242	button/onPress		<TouchableOpacity onPress={() => setAvailability('any')} style={[availability === 'any' ? styles.filterOptionActive : styles.filterOption]} ><LocalizedText style={availability === 'any' ? styles.filterOptionTextActive : styles.filterOptionText}>الكل</LocalizedText></TouchableOpacity>
mobile	app/(tabs)/nursing.tsx	243	button/onPress		<TouchableOpacity onPress={() => setAvailability('now')} style={[availability === 'now' ? styles.filterOptionActive : styles.filterOption]} ><LocalizedText style={availability === 'now' ? styles.filterOptionTextActive : styles.filterOptionText}>متاح الآن (للطوارئ)</LocalizedText></TouchableOpacity>
mobile	app/(tabs)/nursing.tsx	249	button/onPress		<TouchableOpacity onPress={() => setNationality('any')} style={[nationality === 'any' ? styles.filterOptionActive : styles.filterOption]} ><LocalizedText style={nationality === 'any' ? styles.filterOptionTextActive : styles.filterOptionText}>الكل</LocalizedText></TouchableOpacity>
mobile	app/(tabs)/nursing.tsx	250	button/onPress		<TouchableOpacity onPress={() => setNationality('saudi')} style={[nationality === 'saudi' ? styles.filterOptionActive : styles.filterOption]} ><LocalizedText style={nationality === 'saudi' ? styles.filterOptionTextActive : styles.filterOptionText}>سعودي</LocalizedText></TouchableOpacity>
mobile	app/(tabs)/nursing.tsx	251	button/onPress		<TouchableOpacity onPress={() => setNationality('filipino')} style={[nationality === 'filipino' ? styles.filterOptionActive : styles.filterOption]} ><LocalizedText style={nationality === 'filipino' ? styles.filterOptionTextActive : styles.filterOptionText}>فلبيني</LocalizedText></TouchableOpacity>
mobile	app/(tabs)/nursing.tsx	252	button/onPress		<TouchableOpacity onPress={() => setNationality('egyptian')} style={[nationality === 'egyptian' ? styles.filterOptionActive : styles.filterOption]} ><LocalizedText style={nationality === 'egyptian' ? styles.filterOptionTextActive : styles.filterOptionText}>مصري</LocalizedText></TouchableOpacity>
mobile	app/(tabs)/nursing.tsx	256	button/onPress		<TouchableOpacity style={styles.applyBtn} onPress={applyFiltersAndSearch}>
mobile	app/(tabs)/pharmacy.tsx	69	api-call	'/medicines/categories'	const data = await apiFetch('/medicines/categories');
mobile	app/(tabs)/pharmacy.tsx	131	api-call	ep	const data = await apiFetch(ep);
mobile	app/(tabs)/pharmacy.tsx	236	button/onPress	'/pharmacy/barcode-scanner'	onPress={() => router.push('/pharmacy/barcode-scanner')}
mobile	app/(tabs)/pharmacy.tsx	248	button/onPress		onPress={() => setViewCols(v => (v === 1 ? 2 : 1))}
mobile	app/(tabs)/pharmacy.tsx	259	button/onPress	'/pharmacy/filters'	onPress={() => router.push('/pharmacy/filters')}
mobile	app/(tabs)/pharmacy.tsx	276	button/onPress	'/pharmacy/scan-prescription'	onPress={() => router.push('/pharmacy/scan-prescription')}
mobile	app/(tabs)/pharmacy.tsx	300	button/onPress	'/pharmacy/order-history'	onPress={() => router.push('/pharmacy/order-history')}
mobile	app/(tabs)/pharmacy.tsx	330	button/onPress		} ]} onPress={() => setActiveCat(c.id)}
mobile	app/(tabs)/pharmacy.tsx	374	button/onPress	'/pharmacy/manual-order'	onPress={() => router.push('/pharmacy/manual-order')}
mobile	app/(tabs)/pharmacy.tsx	391	button/onPress	{ pathname: '/pharmacy/product-detail', params: { id: m.id, name: pickDbField(m, 'name'	onPress={() => router.push({ pathname: '/pharmacy/product-detail', params: { id: m.id, name: pickDbField(m, 'name') || m.name } })}
mobile	app/(tabs)/pharmacy.tsx	415	button/onPress		<TouchableOpacity onPress={() => updateQty(m.id, 1)} style={styles.qtyBtnCol}>
mobile	app/(tabs)/pharmacy.tsx	419	button/onPress		<TouchableOpacity onPress={() => updateQty(m.id, -1)} style={styles.qtyBtnCol}>
mobile	app/(tabs)/pharmacy.tsx	424	button/onPress		<TouchableOpacity onPress={() => {
mobile	app/(tabs)/pharmacy.tsx	448	button/onPress	{ pathname: '/pharmacy/product-detail', params: { id: m.id, name: pickDbField(m, 'name'	onPress={() => router.push({ pathname: '/pharmacy/product-detail', params: { id: m.id, name: pickDbField(m, 'name') || m.name } })}
mobile	app/(tabs)/pharmacy.tsx	483	button/onPress		<TouchableOpacity onPress={() => updateQty(m.id, 1)} style={styles.qtyBtnCol}>
mobile	app/(tabs)/pharmacy.tsx	487	button/onPress		<TouchableOpacity onPress={() => updateQty(m.id, -1)} style={styles.qtyBtnCol}>
mobile	app/(tabs)/pharmacy.tsx	492	button/onPress		<TouchableOpacity onPress={() => {
mobile	app/(tabs)/pharmacy.tsx	538	button/onPress	'/pharmacy/cart'	onPress={() => router.push('/pharmacy/cart')}
mobile	app/(tabs)/services.tsx	122	button/onPress	srv.route as any	onPress={() => router.push(srv.route as any)}
mobile	app/(tabs)/services.tsx	168	button/onPress	srv.route as any	onPress={() => router.push(srv.route as any)}
mobile	app/_layout.tsx	60	api-call	'/auth/guest'	const res: any = await apiFetch('/auth/guest', { method: 'POST', body: JSON.stringify({ deviceId }) });
mobile	app/_layout.tsx	119	screen-registration		"<Stack.Screen name=""index"" />"
mobile	app/_layout.tsx	120	screen-registration		"<Stack.Screen name=""(onboarding)"" />"
mobile	app/_layout.tsx	121	screen-registration		"<Stack.Screen name=""(auth)"" />"
mobile	app/_layout.tsx	122	screen-registration		"<Stack.Screen name=""(tabs)"" />"
mobile	app/_layout.tsx	123	screen-registration		"<Stack.Screen name=""room/[id]"" />"
mobile	app/_layout.tsx	124	screen-registration		"<Stack.Screen name=""ai-assistant"" />"
mobile	app/_layout.tsx	125	screen-registration		"<Stack.Screen name=""shared/location-picker"" options={{ presentation: 'modal' }} />"
mobile	app/ai/monthly-report.tsx	39	api-call	'/care/appointments'	apiFetch('/care/appointments').then(parseReportCollection),
mobile	app/ai/monthly-report.tsx	40	api-call	'/health/vitals/summary'	apiFetch('/health/vitals/summary').then(parseReportCollection),
mobile	app/ai/monthly-report.tsx	41	api-call	'/health/chronic-meds'	apiFetch('/health/chronic-meds').then(parseReportCollection),
mobile	app/ai/monthly-report.tsx	42	api-call	'/health/trends'	apiFetch('/health/trends').then(parseReportCollection),
mobile	app/ai/monthly-report.tsx	86	button/onPress		"<TouchableOpacity onPress={() => router.back()} style={styles.hBtn} accessibilityLabel=""رجوع"">"
mobile	app/ai/monthly-report.tsx	105	button/onPress	'/ai/monthly-report'	"<TouchableOpacity onPress={() => router.replace('/ai/monthly-report')} style={[styles.primaryBtn, { backgroundColor: colors.primary }]}><AppText variant=""bodySM"" color=""#fff"">إعادة المحاولة</AppText></TouchableOpacity>"
mobile	app/ai/monthly-report.tsx	115	button/onPress	'/health/vitals-log'	<TouchableOpacity onPress={() => router.push('/health/vitals-log')} style={[styles.primaryBtn, { backgroundColor: colors.primary }]}>
mobile	app/ai/monthly-report.tsx	173	button/onPress		onPress={() => setExpandedVital(expandedVital === key ? null : key)}
mobile	app/ai/monthly-report.tsx	191	button/onPress	'/health/trends'	<TouchableOpacity onPress={() => router.push('/health/trends')} style={[styles.recBox, { backgroundColor: colors.primary + '10' }]}>
